user_id	ndcg@10
0	0.7917267193679839
1	0.6023277671368327
2	0.6947651160602989
3	0.9216017310213247
4	0.8236998933965709
5	0.7877736340270854
6	1.0
7	0.7759944384848244
8	0.8200685179888283
9	1.0
10	0.7951657524814092
11	0.6156886473955918
12	0.9052116356304493
13	0.6659485553357843
14	0.8611375561264454
15	0.8521705090845474
16	0.7759944384848244
17	0.568003577662161
18	0.7827392871477702
19	0.8603818544462509
20	0.9266360779006401
21	0.9363792118010483
22	0.914856882358379
23	0.8603818544462509
24	0.8603818544462509
25	1.0
26	0.6429235234036081
27	0.8521705090845474
28	0.8482378089219645
29	0.9266360779006401
30	0.8318477135310893
31	1.0
32	0.7799082337019199
33	0.8603818544462509
34	0.6651928536555899
35	0.6851198693323691
36	0.9216017310213247
37	0.6901935063354876
38	0.9216017310213247
39	0.8899541168509599
40	0.8701249883466593
41	0.9363792118010483
42	0.8200685179888283
43	0.9266360779006401
44	0.8512360941594274
45	0.7162874455029682
46	0.693761356516045
47	0.8630152897016883
48	0.8454256604216017
49	0.8364586133797037
50	0.7097402150304354
51	0.7951657524814092
52	0.7534494445524138
53	0.6678262889110271
54	0.933745776545611
55	0.914856882358379
56	0.8572048559638628
57	0.8553475075669357
58	1.0
59	0.7975167679274937
60	0.8389574121760602
61	0.6352557412688555
62	0.7065443116025598
63	0.933745776545611
64	0.4922818839877925
65	0.7948833326720564
66	0.7791714369672127
67	0.448668937538067
68	0.7753366239771086
69	0.6442227883107535
70	0.7799082337019199
71	0.7791714369672127
72	0.9216017310213247
73	0.5829393865084944
74	0.7975167679274937
75	0.914856882358379
76	0.7257345305446319
77	0.8512360941594274
78	0.7951657524814092
79	0.9363792118010483
80	0.8899541168509599
81	0.7136540102475308
82	0.7381919257729245
83	0.8236998933965709
84	0.8643145546088337
85	0.8630152897016883
86	0.914856882358379
87	0.8701249883466593
88	1.0
89	0.8415908474314976
90	0.8512360941594274
91	0.857980942822373
92	0.8200685179888283
93	0.9363792118010483
94	1.0
95	0.9052116356304493
96	0.4576359845799652
97	0.9266360779006401
98	0.9305687780632227
99	1.0
100	0.9216017310213247
101	0.933745776545611
102	0.7411902110103873
103	0.6780494608112012
104	0.914856882358379
105	0.9266360779006401
106	0.7663491917568946
107	0.841492960259019
108	0.8318477135310893
109	1.0
110	0.681660451040628
111	0.826813366651774
112	0.7759944384848244
113	0.8899541168509599
114	0.8364586133797037
115	0.8899541168509599
116	0.8899541168509599
117	0.7951657524814092
118	0.8611375561264454
119	0.9266360779006401
120	0.5079937796926363
121	0.7799082337019199
122	1.0
123	0.9363792118010483
124	0.8389574121760602
125	0.7100226348397882
126	0.8364586133797037
127	0.9216017310213247
128	1.0
129	0.8454256604216017
130	0.933745776545611
131	0.9052116356304493
132	1.0
133	0.9216017310213247
134	0.84860265890399
135	0.6851198693323691
136	0.8553475075669357
137	0.835780413693672
138	0.914856882358379
139	0.7948833326720564
140	0.8200685179888283
141	0.716485063693381
142	0.8364586133797037
143	0.7655934900767002
144	1.0
145	1.0
146	0.8415908474314976
147	0.6274092458891772
148	0.914856882358379
149	0.8611375561264454
150	0.8701249883466593
151	0.857980942822373
152	0.725452110735279
153	0.8115558478722846
154	0.587550286357109
155	0.8415908474314976
156	0.7104770117651426
157	0.9266360779006401
158	0.7542686714597936
159	0.933745776545611
160	0.7093753650484099
161	0.8611375561264454
162	0.914856882358379
163	0.9216017310213247
164	0.9363792118010483
165	1.0
166	0.914856882358379
167	0.9052116356304493
168	0.7885497208855957
169	0.857980942822373
170	0.7104770117651426
171	0.933745776545611
172	0.6726934039987301
173	0.6874708847784536
174	0.6410457898283652
175	1.0
176	0.866947989864271
177	0.6410457898283652
178	0.933745776545611
179	0.84860265890399
180	0.9363792118010483
181	0.8611375561264454
182	0.7353797772725617
183	1.0
184	0.9052116356304493
185	0.5626475208496899
186	0.7510916729774053
187	0.9266360779006401
188	0.5333576782543337
189	0.6442227883107535
190	0.7877736340270854
191	1.0
192	0.7104770117651426
193	0.772837825180752
194	1.0
195	0.7759944384848244
196	1.0
197	0.8899541168509599
198	0.7917063341896681
199	0.7948833326720564
200	0.8630152897016883
201	0.9363792118010483
202	0.8115558478722846
203	0.7759944384848244
204	0.7885497208855957
205	0.84860265890399
206	0.933745776545611
207	0.8572048559638628
208	0.6879509227782195
209	0.8611375561264454
210	1.0
211	0.6687607038361472
212	0.9052116356304493
213	0.8318477135310893
214	0.6067216003536936
215	0.7799082337019199
216	0.6851198693323691
217	0.6968404678259545
218	0.857980942822373
219	0.8553475075669357
220	1.0
221	0.716485063693381
